DATE_TIME,OPEN,HIGH,LOW,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL,CLOSE_15m_tick_1,CLOSE_15m_tick_2,CLOSE_15m_tick_3,CLOSE_15m_tick_4,CLOSE_15m_tick_5,CLOSE_15m_tick_6,CLOSE_15m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_1,CLOSE_30m_tick_2,CLOSE_30m_tick_3,CLOSE_30m_tick_4,CLOSE_30m_tick_5,CLOSE_30m_tick_6,CLOSE_30m_tick_7,CLOSE_30m_tick_8
2005-05-23 17:00:00,-0.8827776576410576,-0.8730711466910663,-0.873646249157804,-0.8651349993252376,1.0564638456536912,-0.06553225911535945,0.6709337395769306,-0.7603926680015817,-0.8791642694701508,-0.8782728890656412,-0.8680895907909981,-0.870827143478239,-0.8518885902095134,-0.8591896440931016,-0.8608652314882994,-0.8672500922035707,-0.8918674603277185,-0.888954940758443,-0.8882674012386796,-0.8871698398059267,-0.8791947614150306,-0.8680868654018522,-0.8519143302737495,-0.860864300498629
2005-05-23 18:00:00,-0.8660174350414904,-0.873617169208206,-0.8614277651217458,-0.8687786130535019,-0.16390734360119852,-0.7981723241946205,-0.6342387561856914,-0.41536648065172793,-0.8518286113456787,-0.8591382548474509,-0.860800346495918,-0.8671822007665616,-0.8664681252410037,-0.8655680690816788,-0.8717993131347327,-0.880007537434894,-0.8882229142024062,-0.8871326320706727,-0.8791559294127884,-0.8680350033511472,-0.8518592378960942,-0.8607971738137798,-0.8664937284153065,-0.871798965001148
2005-05-23 19:00:00,-0.8687500800305499,-0.873617169208206,-0.8605159379548759,-0.8633131924611055,0.32642036636719685,-0.8505037574145676,-0.4281588884336984,-0.6913874305316601,-0.8664076290120637,-0.8655164662535136,-0.8717342129385381,-0.8799395002574343,-0.8856037649698341,-0.8865257511870059,-0.8818222213106319,-0.880007537434894,-0.8791115488891252,-0.8679983908490837,-0.8518215139351105,-0.8607455418445653,-0.8664381837728602,-0.8717317111958884,-0.8856291884760994,-0.8818224074617922
2005-05-23 20:00:00,-0.863284790052431,-0.8699770190939389,-0.8586011009044486,-0.8686875227102947,-0.3219018279243288,-0.7510740342967203,-0.565545466935027,-0.4222670043987952,-0.8855425896991934,-0.8864734465877219,-0.8817569238442753,-0.8799395002574343,-0.8764915555751539,-0.8746801047796462,-0.86542109884098,-0.8636051078517646,-0.8517774529492784,-0.8607091560980029,-0.8663998688565386,-0.8716797341044382,-0.8855730502361149,-0.8817550371294901,-0.8765170646376275,-0.8654204107080119
2005-05-23 21:00:00,-0.8677481102012276,-0.8726161279267819,-0.867719372573149,-0.8777965570309575,-0.5997541969066448,-0.3795208584349905,-0.4281588884336984,-0.07034029330167475,-0.876430703657704,-0.8746281968336033,-0.865356124180343,-0.8635372580548842,-0.8646456833620676,-0.8683016797910691,-0.8672434457820521,-0.8663388461156192,-0.8663556374505299,-0.871643008224624,-0.8855339596909123,-0.8817027436759903,-0.8764612090631374,-0.8653532310563251,-0.8646713036476121,-0.867242854791765
2005-05-23 22:00:00,-0.8759460451684079,-0.8774393268281856,-0.86708109355634,-0.876248021196445,-0.01680903061068779,-0.6935094577546214,-0.17399371820610304,-0.7396910967606483,-0.8645852518037659,-0.8682499854275405,-0.8671784352541131,-0.8662709650886422,-0.8646456833620676,-0.864656865511882,-0.8626875784293716,-0.8617826156758616,-0.8854895046084219,-0.8816657060073622,-0.8764224878650211,-0.8653014552861791,-0.8646158155382646,-0.8671756539533432,-0.8646713036476121,-0.8626867445823821
2005-05-23 23:00:00,-0.8762193096673137,-0.8810794769424547,-0.8679929207232098,-0.8716935040361146,0.27193950970402975,-0.8505037574145676,-0.4281588884336984,-0.6913874305316601,-0.8645852518037659,-0.8646052931955046,-0.862622657569688,-0.8617147866990456,-0.8610007996041956,-0.8610120512326951,-0.86542109884098,-0.8681613382915222,-0.876378139295141,-0.8652649278174284,-0.8645775744913603,-0.8671238206628246,-0.8646158155382646,-0.8626195967107979,-0.8610264541122233,-0.8654204107080119
2005-05-24 00:00:00,-0.8716649013522145,-0.8783493643567544,-0.8658957182394094,-0.8759747501668254,-0.2565247999285827,-0.8138717541606046,-0.565545466935027,-0.5050732893627059,-0.86094049738717,-0.8609606009634688,-0.865356124180343,-0.8680934364444809,-0.8701130089988758,-0.8737689012098495,-0.8754440070168792,-0.8736288148192314,-0.8645333643878738,-0.8670872365051986,-0.8645775744913603,-0.8625679072212108,-0.8609710790690737,-0.8653532310563251,-0.8701385779506952,-0.8754438531686562
2005-05-24 01:00:00,-0.8759460451684079,-0.8853566533267186,-0.8777494714087193,-0.885083784487486,-0.5452733402433142,-0.5365151580948321,-0.7716253346869588,0.06767018163822223,-0.8700523834286594,-0.8737170237755943,-0.8753788350860802,-0.873560850511997,-0.8728466718172798,-0.8737689012098495,-0.8763551804874153,-0.8699838304674253,-0.8645333643878738,-0.862531464785773,-0.8609329857610039,-0.8653014552861791,-0.8700829202420511,-0.8753765569899267,-0.8728722151022368,-0.8763550752105328
2005-05-24 02:00:00,-0.8850548617986062,-0.8908168784981192,-0.8759258170749776,-0.8828065259073218,0.1357373680460574,-0.955166623854462,-0.4968521776843627,-0.7603926680015817,-0.8727859492411063,-0.8737170237755943,-0.8762899906229652,-0.8699159078003196,-0.8746691136962158,-0.8746801047796462,-0.874532833546341,-0.8690725843794738,-0.8608888182625614,-0.8652649278174284,-0.8700444575868951,-0.8753244648577312,-0.8728164725939443,-0.8762877684384358,-0.8746946398699311,-0.8745326311267776
2005-05-24 03:00:00,-0.8827776576410576,-0.8876317471481345,-0.8727344219909342,-0.8791629121790575,0.2174586530408626,-0.9551666238543574,-0.42815888843356104,-0.8293979054715571,-0.8746083264494041,-0.8746281968336033,-0.8744676795491931,-0.8690046721224003,-0.8746691136962158,-0.8737689012098495,-0.873621660075805,-0.8809187835228456,-0.8700001835758423,-0.8752876256001665,-0.8727778991346625,-0.8762356475460539,-0.8746388408285398,-0.8744653455414156,-0.8746946398699311,-0.873621409084901
2005-05-24 04:00:00,-0.8791341309889783,-0.8876317471481345,-0.8709107676571946,-0.8791629121790575,-0.00046477361175154507,-1.0598294902942518,-0.7029320454361496,-0.6913874305316601,-0.8746083264494041,-0.8737170237755943,-0.8735565240123081,-0.8808507359353536,-0.8792252183935579,-0.8865257511870059,-0.8854669151927764,-0.8836525217867002,-0.8727335931698266,-0.8761987799440516,-0.8746001934998408,-0.8744132821694064,-0.8746388408285398,-0.8735541340929066,-0.8792507017891691,-0.8854672956292985
2005-05-24 05:00:00,-0.8791341309889783,-0.8804424506724577,-0.8699989404903247,-0.870144968201602,0.5388957073536033,-0.6987426010766684,-0.1602550603560389,-0.7603926680015817,-0.8791642694701508,-0.8864734465877219,-0.8854015459918153,-0.8835844429691116,-0.881958881211962,-0.882880936907819,-0.8818222213106319,-0.8809187835228456,-0.8745558662324827,-0.8743764712562794,-0.8746001934998408,-0.8735020994810837,-0.8791947614150306,-0.8853998829235263,-0.8819843389407106,-0.8818224074617922
2005-05-24 06:00:00,-0.8701164025250807,-0.858146531222569,-0.8609718515383119,-0.8532932547083768,1.0074310746568953,0.06529632393456088,0.84266696270366,-0.7603926680015817,-0.8818978352825977,-0.882828754355686,-0.8817569238442753,-0.8808507359353536,-0.8792252183935579,-0.875591308349445,-0.8790887008990236,-0.8809187835228456,-0.8745558662324827,-0.8734653169123943,-0.8791559294127884,-0.8853474744292812,-0.8819283137669238,-0.8817550371294901,-0.8792507017891691,-0.8790887413361625
2005-05-24 07:00:00,-0.853265091759211,-0.8608766438082692,-0.8523094934530474,-0.8514714478442447,0.10849693971452827,-0.5888465913147793,-0.6342387561856914,-0.13934553077165782,-0.8791642694701508,-0.8755393698916143,-0.8790234572336202,-0.8808507359353536,-0.880136439333026,-0.8774137154890385,-0.8799998743695597,-0.8754513069951364,-0.8791115488891252,-0.8853103233829026,-0.8818893709605558,-0.8817027436759903,-0.8791947614150306,-0.8790214027839629,-0.8801619141730163,-0.8799999633780391
2005-05-24 08:00:00,-0.8514433284331713,-0.8572364936940022,-0.8586922836211363,-0.8659548124140966,-0.8667103945560548,-0.013200825895412339,-0.4968521776843627,0.48170160645812043,-0.8800754580742998,-0.8773617160076321,-0.8799346127705052,-0.8753833218678376,-0.8783139974540899,-0.8810585297682255,-0.8727104866052688,-0.8645163539397162,-0.8818449584831095,-0.8816657060073622,-0.8791559294127884,-0.878969195611022,-0.8801059455323283,-0.8799326142324719,-0.8783394894053219,-0.8727101870430245
2005-05-24 09:00:00,-0.8668372285382077,-0.873617169208206,-0.8687223824567065,-0.8669568061893698,-0.005912859278103952,-0.3795208584349905,-0.5724147958601622,0.07457070538528954,-0.878253080866002,-0.881006408239668,-0.8726453684754232,-0.8644484937328036,-0.8582671367857915,-0.8564560333837093,-0.8481088029007918,-0.8554038930601989,-0.8791115488891252,-0.8789322429757068,-0.8800670765953775,-0.8798803782993448,-0.8782835772977329,-0.8726429226443975,-0.8582928169606818,-0.8481071919123551
2005-05-24 10:00:00,-0.8669283167045103,-0.8495011747011837,-0.8586922836211363,-0.8455505755358141,1.2798353579726764,0.43161635647413893,1.2548266982075773,-0.6913874305316601,-0.8582069315747233,-0.856404735673422,-0.8480441689795258,-0.8553361369536082,-0.8582671367857915,-0.8546336262441159,-0.8508423233124002,-0.8626938617638131,-0.8800226854204534,-0.8798433973195919,-0.8782447822301993,-0.8725909167927609,-0.8582375267171805,-0.848040213534651,-0.8582928169606818,-0.8508408580379847
2005-05-24 11:00:00,-0.8455225976235414,-0.8340305367155467,-0.8445589625346528,-0.8245997965982926,1.2525949296410386,0.5101135063041119,0.8083203180782593,-0.13934553077165782,-0.8582069315747233,-0.8545823895574041,-0.8507776355901808,-0.862626022376965,-0.8628232414831316,-0.864656865511882,-0.8617764049588356,-0.874540060907183,-0.8782004123577971,-0.8725541625685092,-0.8581995442132364,-0.847988984208045,-0.8582375267171805,-0.8507738478801782,-0.8628488788799177,-0.8617755225405056
2005-05-24 12:00:00,-0.8236614377110637,-0.8340305367155467,-0.826322419197254,-0.8350751860670534,-0.6814754819012865,-0.5365151580948321,-0.8403186239376156,0.1366754191082053,-0.862762874595468,-0.8646052931955046,-0.861711502032803,-0.8744720861899162,-0.8764915555751539,-0.8737689012098495,-0.86542109884098,-0.8626938617638131,-0.8581554086685771,-0.8479529952836095,-0.8581995442132364,-0.8507225322730132,-0.8627934473036691,-0.8617083852622889,-0.8765170646376275,-0.8654204107080119
2005-05-24 13:00:00,-0.8350474584988126,-0.8426758932369319,-0.844285414384592,-0.8534754353947912,-1.1009780782077825,-0.0027345392513706715,-0.6342387561856914,0.6335131288921522,-0.876430703657704,-0.8737170237755943,-0.865356124180343,-0.862626022376965,-0.8473324855121733,-0.8564560333837093,-0.8481088029007918,-0.8426464478288777,-0.8581554086685771,-0.8506864583152648,-0.8627552801261821,-0.8616567245328881,-0.8764612090631374,-0.8653532310563251,-0.8473582683545136,-0.8481071919123551
2005-05-24 14:00:00,-0.8548135905863449,-0.8494101709483264,-0.8570509947207697,-0.8633131924611055,-0.5071367405792061,0.3426529200002287,0.348075280098877,0.10217280037314487,-0.847272668324934,-0.856404735673422,-0.8480441689795258,-0.8425788374627375,-0.8518885902095134,-0.8336759441387888,-0.8225959457257788,-0.8326227408614089,-0.8627110913252175,-0.8616203104418879,-0.8764224878650211,-0.8653014552861791,-0.8473033173096054,-0.848040213534651,-0.8519143302737495,-0.822592974739809
2005-05-24 15:00:00,-0.863284790052431,-0.8657908464625302,-0.8616101305551209,-0.8605804821649073,0.16297779637769544,-0.33765571185898036,-0.24955633638190253,-0.1945497207477132,-0.8518286113456787,-0.8336254092231958,-0.8225318139467435,-0.832555245005623,-0.832752950480683,-0.8309423334293985,-0.8353523743132844,-0.8362677252132149,-0.876378139295141,-0.8652649278174284,-0.8472657780221649,-0.847988984208045,-0.8518592378960942,-0.8225262929763955,-0.8327788702129566,-0.835350083326081
2005-05-24 16:00:00,-0.8605521450633715,-0.8708870566225057,-0.8588746490545115,-0.8680498903078503,-0.4472077982497222,-0.7877060375505787,-0.8403186239376156,-0.1945497207477132,-0.832693650658549,-0.830891890049169,-0.8352879914631336,-0.8362001877173002,-0.8409539389358972,-0.8464327941159452,-0.8499311498418641,-0.8481139243565867,-0.8472217702926379,-0.8479529952836095,-0.8518215139351105,-0.8224758689350065,-0.8327243714328395,-0.8352832532555222,-0.8409797816675832,-0.8499296359961082
2005-05-24 17:00:00,-0.8680213747001353,-0.8717970941510724,-0.868175286156583,-0.876248021196445,-0.49079248358020144,-0.3062568519271691,-0.3457269413328325,-0.056539245807954185,-0.8408943480958915,-0.8463818320353234,-0.8498664800532958,-0.8480462515302536,-0.8555334739673854,-0.8610120512326951,-0.8626875784293716,-0.8563151391481504,-0.8517774529492784,-0.8224406736548246,-0.8326874231007368,-0.8352324265715247,-0.8409250284885212,-0.8498626364316691,-0.8555591798091382,-0.8626867445823821
2005-05-24 18:00:00,-0.8762193096673137,-0.8689759778125149,-0.8689047478900797,-0.8587586753007752,1.0455676743210034,-0.10216426236932259,0.4854618586001369,-0.6223821930616771,-0.8554733657622744,-0.8609606009634688,-0.862622657569688,-0.8562473726315276,-0.8591783577252595,-0.8573672369535081,-0.8581317110766911,-0.8645163539397162,-0.8326435857913864,-0.835196834469216,-0.840887747744041,-0.8498113495846905,-0.8555039743652851,-0.8626195967107979,-0.859204029344529,-0.8581306343729993
